controlno,Title,Author,Callno,Accession,Copyright,Quantity
92407161223,'Ansi structured cobol',"Teglovic, Steve Jr.",005.3 T261,"31763, 31762",1986,2
92407162352,'Beginning lotus 1-2-3',"Williams, William T.",005.3 W718,273,1992,1
92407163012,'Lotus 1-2-3 from A to Z',"Williams, Andrew T.",005.3 W721,32297,1985,1
92407163510,'PC tools 8 quick reference',"Wolfe, David",005.3 W853,"31642, 31643",1992,2
92419131510,'Introduction to C# game programming',"Penton, Ron",005.133 P419 10E,"39489, 37101, 37100, 39488, 39490",2010,5
92507082040,'Computing fundamental',"Wood, Craig A.",005.3 W874,31657,1990,1
92507082321,'Teach yourself',"Woorward, Jeff",005.3 W911,32300,1990,1
92507082528,'Java how to program',"Deitel, H. M.",005.3042 D325 6E,35468,2004,1
92507082705,'Java programming',"Farrell, Joyce",005.3042 F245 06E,"35511, 35510",2006,2
92507082818,'An introduction to java programming and object-oriented application development',"Johnson, Richard A.",005.3042 J68 07E,35461,2007,1
92507083037,'Microsoft basic programming the IBMPC',"Bent, Robert J.",005.365 B475,"30146, 30148, 30149, 30150, 30147",1985,5
92507083235,'Microsoft access inside and out',"Campbell, Mary",005.3684 C189,32121,1992,1
92507083535,'Using dBase III plus',"Jackson, Karen M.",005.43 J12,"31756, 31758, 31757, 31759",1987,4
92507083743,'Guide to operating systems',"Palmer, Michael",005.43 P175 07E,"35487, 35488",2007,2
92507152853,'IBM',Programming Family,005.43 P438 GS,32294,1988,1
92507153149,'VSAM',"Ranade, Jay",005.43 R185,32122,1992,1
92507153459,'Systems analysis and design',"Shelly, Gary B.",005.43 S545 4E,"35529, 35528",2001,2
92507153751,'Systems analysis and design',"Shelly, Gary B.",005.43 S545 7E,"35482, 35481",2007,2
92507153933,'Modern operating systems',"Tanumbaum, Andrew S.",005.43 T164 01E,35467,2001,1
92507161206,'Operating system',"Tanembaum, Andrew S.",005.43 T164,"69, 32407",1987,2
92507161358,'Database systems',"Connolly, Thomas M.",005.74 C752,33960,2003,1
92507161641,'Introduction to database systems',"Date, C. J.",005.74 D232 0E,35490,2000,1
92507162028,'Computing fundamentals',"Davis, William S.",005.74 D265,31658,1990,1
92607135538,'Fundamentals of database systems',"Elmasri, Ramez",005.74 E48 07E,35470,2007,1
92607141234,'Database system concepts',"Korth, Henry F.",005.74 K85,31654,1991,1
92607141432,'Introduction to database management',"Litton, Gerry M.",005.74 L781,31878,1987,1
92607143618,'Data management and file structures',"Loomis, Mary E. S.",5.74,31666,1989,1
92607144008,'Database management',"McFadden, Fred R.",005.74 M143,270,1991,1
92607145645,'Database management',"Ozkarahan, Esen",005.74 O99,31662,1990,1
92607152926,'Web guide',"Richardson, Robert L.",005.74 R524,35459,1995,1
92607153146,'Database systems',"Rob, Peter",005.74 R628 07E,"35513, 35512",2007,2
92607154057,'Principles of web design',"Sklar, Joel",005.74 S628 06E,"35503, 35502",2006,2
92607154446,'How to do everything with PHP and MySQL',"Vaswani, Vikram",005.74 V341 05E,"35492, 35491",2005,2
92607160604,'PHP and MySQL web development',"Welling, Luke",005.74 W954 05E,35462,2005,1
