controlno,Title,Author,Callno,Accession,Copyright
112907104214,"Philippines (laws, statutes, etc.). The new society",Philippines,344.0628 P552,31541,[19 - ?]
112707111105,Notes on the laws on partnerships and private corporations,"Mapanao, Jesus P.",338.73 M297,30992,[19 - ?]
112907103948,One year of the new society,National Media,344.0628 N277,20890,[19 - ?]
112907103244,Nuclear power?,"Paramahamsa, Siddhaswarupananda",343.0925 P222,30578,[19 - ?]
112007102814,The changing American economy,Voice of America,330.9 V889,20739,[19 - ?]
111607104713,The declaration of independece,"Becker, Carl L.",320.5 B395,235,192
111607104713,The declaration of independece,"Becker, Carl L.",320.5 B395,293,192
111607104713,The declaration of independece,"Becker, Carl L.",320.5 B395,234,192
111907134647,The people shall judge,"Staff, Social Science I",323.6 S678,16,1949
111507095920,Patterns of living in Puerto Rican families,"Roberts, Lydia J.",306.85,18053,1949
111907111332,Freedom of information,United Nations Department of Social Affairs,323.445 U58,2,1950
112907083127,Basic facts about the United Nations,Department of Public Information,341.23 D419,31163,1951
112707103543,Price theory,"Bain, Joe S.",338.521,5729,1952
111907112637,Your life as a citizen,"Smith, Harriet Fullen",323.6 S649,248,1952
112907151220,Business law for everyday living,"Getz, S. George",346.07 G394,15,1953
111907105257,Everyday problems of American democracy,"Greenan,, John T.",321.8 G798,2282,1953
112907111839,Criminal law review,"Reyes, Luis B.",345 R457,31429,1953
111607101844,Government in action,"Keohane, Robert E.",320 K37,256,1953
111907162740,Economic problems of today,"Klein, Jacob",330 K64,31569,1953
111907105406,The moral foundation of democracy,"Hallowell, John H.",321.8 H193,19081,1954
112107104644,Economics,"Samuelson, Paul A.",330 S193 1A,20464,1955
102307090921,General anthropology,"Jacobs, Melville",301 J17,5728,1955
111407140452,Women of the Pacific,Pan Pacific Women s Association,305.4 P187,31090,1955
112207081025,The new class,"Djillas, Milovan",335.4 D625,129,1957
112607162040,Business economics,"Colberg, Marshall R.",338.5 C684,30976,1957
102507102506,Guide to good speech,"McBurney, James H.",302.2242 M119,33043,1957
112607102356,Introduction to agricultural economic analysis,"Bishop, C. E.",338.1 B622,19455,1958
112607102356,Introduction to agricultural economic analysis,"Bishop, C. E.",338.1 B622,19456,1958
111907150434,A guide to protocol,"Salcedo, Luis Moreno",327.2 S161,30687,1959
112907083520,UN,"Eichelberger, Clark M.",341.23 E34,32628,1960
111907104440,American democracy in theory and practice,"Carr, Robert K.",321.8 C312,31542,1961
112707104239,"Production forecasting, planning and control","Mac Niece, E. H.",338.544 M169,30985,1961
112707135834,The future of underdeveloped countries,"Staley, Eugene",338.9 S782,32924,1961
111307110610,Our treaty with Japan,"Laurel, J. B. Jr.",303.482 L378,30694,1961
102407145923,Readings about the social animal,"Aronson, Elliot",302 A769 R,18929,1962
102407161026,Individual in society,"Krech, David",302 K92,462,1962
112607161002,Asia''s bright balconies,"Simpson, Colin",338.4791 S613,34355,1962
112607142418,Let''s travel in Hongkong,"Geis, Darlene",338.4791 G313,31300,1962
111407111811,Childhood and society,"Erikson, Erik H.",305.23 E68,20891,1963
112107142126,Readings in financial analysis and investment management,"Lerner, Eugene M.",332.6 L616,7811,1963
111507102405,Four days,United Press International,306.9 U58,34417,1964
112107101122,Apporach to economics,"Mai, Ludwig H.",330 M217,10374,1964
111907135945,Remnats of empire,"Wainhouse, David W.",325.3 W141,33357,1964
112007091522,Economics,Economics,330.1 U43,8142,1965
111907095358,The politics of American democracy,"Irish, Marian D.",320.973 I68,20231,1965
112007151635,The federal deficit,"Hamovitch, William",332,139,1965
112007101008,The consumer society,"Jone, Peter d A.",330.122 J78,31516,1965
111907080213,Greece,"Miller, Helen Hill",320.9495 M648,31380,1965
112707104831,Going into business for yourself?,"Tengco, Alfredo M.",338.642 T292,20988,1965
111507160420,Elements of statistics,"Mode, Elmer B.",310 M689,31547,1965
112007102959,Economic geography,"Hoffman, Lawrence A.",330.93 H699,18014,1965
112007102959,Economic geography,"Hoffman, Lawrence A.",330.93 H699,10688,1965
102507100005,Language and reality,"Postman, Neil",302.2 P858,20751,1966
102507100005,Language and reality,"Postman, Neil",302.2 P858,18864,1966
112207151453,Readings in international economic relations,"Jensen, Finn B.",337 J54,10637,1966
111907110248,The right of the people,"Douglas, William O.",323 D737,290,1966
111907110248,The right of the people,"Douglas, William O.",323 D737,291,1966
112007103207,Economic geography,Vinge. C. L.,330.93 V784,8008,1966
111607105427,Political man and social man,"Wolff, Robert Paul",320.5 W855,18944,1966
102507101525,Communications,"Williams, Raymond",302.2 W726,31479,1966
112207151453,Readings in international economic relations,"Jensen, Finn B.",337 J54,10636,1966
111907140532,The Philippines turns east,"Macapagal, Diosdado",327 M114,32920,1966
102507100005,Language and reality,"Postman, Neil",302.2 P858,20750,1966
102507100005,Language and reality,"Postman, Neil",302.2 P858,18863,1966
112007112345,Introduction to labor economics,"Phelps, Orme W.",331 P539,8061,1967
111907161338,Principles of economics,"James, Clifford L.",330 J27,5698,1967
112007081319,Economics made simple,"Singer, Leslie P.",330 S617,5770,1967
111907150656,An affair of honor,"Quirk, Robert E.",327.2908 Q8,32621,1967
111407141025,Caste in overseas Indian communities,"Schwartz, Barton M.",305.5122 S399,A-01,1967
112007091409,Great myths of economics,"Paarlberg, Don",330.1 P111,31521,1968
111507075300,Culture and society,"Schwartz, Barton M.",306 S399,30701,1968
111507092230,Marriage and a carreer,"Mendez, Paz Policarpio",306.81 M538 4 C3,33360,1968
111507100557,Between parent and child,"Ginott, Haim G.",306.874 G493,32564,1968
111407145225,Every man his way,"Dundes, Alan",306 D914,32558,1968
112707110238,General business and economic understanding,"Nanassy, Louis C.",338.7 N175,315,1968
112207151736,Fundamental of international economics,"Wexler, Imanuel",337 W545,8116,1968
111407134650,Conditions of man,"Johnson, Willoughby",305.31 J71,5596,1968
112707110238,General business and economic understanding,"Nanassy, Louis C.",338.7 N175,314,1968
111407145225,Every man his way,"Dundes, Alan",306 D914,18712,1968
111907091718,The 1940''s profile oa a nation in crisis,"Eisinger, Chester E.",320.973 E36,32219,1969
112607104018,Physiological aspects of crop yield,"Eastin, Jerry D.",338.1 E13,20359,1969
111907103605,Handbok of revolutionalry warfare,"Nkrumah, Kwame",321.094 N738,32987,1969
111407133245,Filipino youth in a changing society,The Family Life Workship of the Philippines,305.235 F198,40538,1969
111907103411,Utopia or oblivion,"Fuller, R. Buckminster",321.07 F967,236,1969
112907082550,"The birth of the bill of rights, 1776-1791","Rutland, Robert Allen",340.5 R979,10763,1969
111907103754,Feudalism in Japan,"Duus, Peter",321.3 D981,8180,1969
111907080527,India,"Hardgrave, Robert L. Jr.",320.954 H259,8124,1970
102507100516,The revolution in communication,"Scupham, John",302.2 S437,30417,1970
120307090851,Multiple-line insurers,"Michaelbacher, G. F.",346.086 M623,18303,1970
112807150146,The challenge of world poverty,"Myrdal, Gunnar",339.46 M998,143,1970
112707082032,Microeconomics,"Mandfield, Edwin",338.5 M287 70E,5868,1970
112107100844,Modern economic organization,"Low, Richard E.",330 L912,5699,1970
111907153400,Principles of economics,"Castillo, Andres V.",330 C352 70E,30377,1970
111907135153,American political parties,"Ladd, Everett Carll",324.2 L154,7782,1970
111907153400,Principles of economics,"Castillo, Andres V.",330 C352 70E,9689,1970
101607142423,"Man, economy and society","Araneta, Francisco",301 A662,33344,1970
112707135136,Industrialization and economic history,"Hughes, Jonathan",338.9 H893,8133,1970
120307085416,"Agency, sales and bailments (for Business Administration students)","Pineda, Romeo P.",346.072 P649,18173,1970
120307085416,"Agency, sales and bailments (for Business Administration students)","Pineda, Romeo P.",346.072 P649,18174,1970
112007090828,The evolution of economic thought,"Kuhn, W. E.",330.1 K96,8067,1970
120307090851,Multiple-line insurers,"Michaelbacher, G. F.",346.086 M623,18302,1970
111407145121,Philippine institutions,"Carroll, John J.",306 C319,18471,1970
112007085934,The age of economist,"Fusfeld, Daniel R.",330.092 F993,19983,1970
112707082032,Microeconomics,"Mandfield, Edwin",338.5 M287 70E,5689,1970
112007145733,The sociology of occupations,"Krause, Elliott A.",331.7 K91,8118,1971
111607103824,Theories of the political system,"Bluhm, William T.",320.011 B658,8076,1971
112707140544,The economic interest of industrial countries in the development of the third world,"Wightman, David",338.9 W657,30404,1971
112207094849,Handbook on taxation and landreform,"Jarabello, Rodolfo L.",336.2 J37,33334,1971
111507154203,Principles of statistics,"McGee, Victor E.",310 M148,8006,1971
111507153340,Modern statistics for business and economics,"L Esperance, Wilfred L.",310 L637,8119,1971
112707103810,Essential price theory,"Levenson, Albert M.",338.521 L657,8079,1971
112207081921,Corporate financial policy,"Guthman, Harry G.",336 G984,18995,1971
111907161014,Contemporary economics,"Howard, Willard W.",330 H853,8112,1971
102507105516,Media for our time an anthology,"De Nitto, Dennis",302.23 D411,10768,1971
102507105516,Media for our time an anthology,"De Nitto, Dennis",302.23 D411,10769,1971
111607144730,Politics and urban policies,"Hawkins, Brett W.",320.6 H393,18625,1971
102507105516,Media for our time an anthology,"De Nitto, Dennis",302.23 D411,8176,1971
112707112554,Directing construction for profit,"Oppenheimer, Samuel P.",338.7624 O62,18328,1971
112107111341,Management policies for commercial banks,"Crosse, Howard D.",332.12 C951,7630,1971
112207081921,Corporate financial policy,"Guthman, Harry G.",336 G984,18994,1971
111307110904,Philippine - Chinese integration,"McCarthy, Charles J.",303.482 M123,20451,1971
111507100336,Proceedings FAO/UNDP Asia and the Far East Seminar on strengthening family life,University of the Philippines,306.85 U58,18799,1971
112107112251,Money and banking,"Fisher, Douglas",332.4 F533,8154,1971
101607142553,Invitation to sociology,"Berger, Peter L.",301 B496,33805,1971
101607141545,Sociology,"Allyn, Charles",301 A443,8144,1972
111407150623,Encounter of cultures the Muslims in the Philippines,"Guerrero, Leon Ma.",306 G934,31137,1972
111407151636,Padju Epat,"Hudson, Alfred B.",306 H885,125,1972
102507110300,Human communication,"David, Edward E. Jr.",302.242 D249,18558,1972
102407110203,"Sociology rules, rules, and relationships","Wilson, Everett K.",301 W747,7899,1972
111407111237,Birth and death in Cagayan de Oro,"Madigan, Francis C.",304.6 N182,33829,1972
102307101050,Human relations in Japan,"Nakane, Chie",301 N163,32942,1972
111907152438,Principles of economics,"Brandis, Royall",330 B818,8126,1972
111907151955,"Economics, Mathematically speaking","Bingham, Robert C.",330 B613,8140,1972
111907151446,The seniority system in congress,"Hinckley, Barbara",328.33 H659,18695,1972
102307105410,Sociology for the modern mind,"Seger, Imogen",301 S454,10503,1972
111907135506,Political financing,"Alexander, Herbert E.",324.21 A375,18416,1972
111907135506,Political financing,"Alexander, Herbert E.",324.21 A375,18415,1972
112107142345,Super money,"Smith, Adam",332.633 S642,19004,1972
112107142345,Super money,"Smith, Adam",332.633 S642,19005,1972
102407110013,Human interaction,"Vernon, Glenn M.",301 V54,10711,1972
102407110203,"Sociology rules, rules, and relationships","Wilson, Everett K.",301 W747,7898,1972
111907091253,Government by the people,"Burns, James MacGregor",320.973 B967,20226,1972
111907155551,Managerial economics,"Dean, Joel",330 D281,5560,1972
112007144107,Economics of wage and price controls,"Pohlman, Jerry E.",331.21 P748,8045,1972
102407110203,"Sociology rules, rules, and relationships","Wilson, Everett K.",301 W747,7990,1972
102407110203,"Sociology rules, rules, and relationships","Wilson, Everett K.",301 W747,7991,1972
102407110203,"Sociology rules, rules, and relationships","Wilson, Everett K.",301 W747,7992,1972
112707110454,Business economics for Filipino managers,"Villegas, Bernardo M.",338.7 V732,18026,1972
111907091253,Government by the people,"Burns, James MacGregor",320.973 B967,32958,1972
112007090254,Economic responses to a changing world,"Harter, Lafayette G. Jr.",330.1 H326,8092,1972
112607161243,Managerial economics,"Brigham, Eugene F.",338.5 B855,8151,1972
111607105925,Father Jose Burgos priest nd nationalist,"Schumacher, John N.",320.54 S392,30666,1972
112907103756,Labor laws and social legislation,"Nolledo, Jose N.",344.01 N793,19721,1972
112607161243,Managerial economics,"Brigham, Eugene F.",338.5 B855,8122,1972
111607104327,Political financing,"Alexander, Herbert E.",320.101 A375,18450,1972
112007105919,An economist''s protest,"Friedman, Milton",330.973 F868,8178,1972
111907155551,Managerial economics,"Dean, Joel",330 D281,10412,1972
112107160025,Cooperatives,"Mabbun, Pablos N.",334 M112,19466,1973
112107102512,Economics,"Reynolds, Lloyd G.",330 R463 EGI,7995,1973
112007150941,How arbitration works,"Elkouri, Frank",331.89143 E43,32622,1973
112007110128,Economic of labor relations,"Bloom, Gordon F.",331 B655,10532,1973
112007091918,The price system and resource allocation,"Leftwich, Richard H.",330.12 L495,8057,1973
112007091918,The price system and resource allocation,"Leftwich, Richard H.",330.12 L495,8049,1973
112007082554,Student exercise book for modern economics,"Waehrer, Helan Youngelson",330 W126 SEB,580,1973
111907154856,Contemporary economic issues,"Chamberlain, Neil W.",330 C443,7823,1973
111907154856,Contemporary economic issues,"Chamberlain, Neil W.",330 C443,7821,1973
111907154856,Contemporary economic issues,"Chamberlain, Neil W.",330 C443,7702,1973
111907154856,Contemporary economic issues,"Chamberlain, Neil W.",330 C443,7701,1973
111907154856,Contemporary economic issues,"Chamberlain, Neil W.",330 C443,7700,1973
112107102512,Economics,"Reynolds, Lloyd G.",330 R463 EGI,1971,1973
112107102512,Economics,"Reynolds, Lloyd G.",330 R463 EGI,1972,1973
112107160025,Cooperatives,"Mabbun, Pablos N.",334 M112,5626,1973
112107102512,Economics,"Reynolds, Lloyd G.",330 R463 EGI,7973,1973
111507084152,Primitive worlds,"Grosvenor, Gilbert M.",306.08 G879,31922,1973
112107102817,Programmed learning aid for principles of economics,"Reynolds, Lloyd G.",330 R463 PL,678,1973
112107102817,Programmed learning aid for principles of economics,"Reynolds, Lloyd G.",330 R463 PL,679,1973
112107102817,Programmed learning aid for principles of economics,"Reynolds, Lloyd G.",330 R463 PL,680,1973
112107102817,Programmed learning aid for principles of economics,"Reynolds, Lloyd G.",330 R463 PL,681,1973
112107102817,Programmed learning aid for principles of economics,"Reynolds, Lloyd G.",330 R463 PL,683,1973
111907145955,Arms control and disarmament,"Lawrence, Robert M.",327.174 L422,18405,1973
112107160025,Cooperatives,"Mabbun, Pablos N.",334 M112,18175,1973
112107160025,Cooperatives,"Mabbun, Pablos N.",334 M112,18176,1973
112107160025,Cooperatives,"Mabbun, Pablos N.",334 M112,19576,1973
111607152157,The urban political system,"Lewis, Eugene",320.85 L673,5701,1973
112207082703,Philippine public finance,"Romualdez, Eduardo Z.",336 R767,30834,1973
112207082703,Philippine public finance,"Romualdez, Eduardo Z.",336 R767,32764,1973
111507153016,Statistics for modern business decisions,"Lapin, Lawrence L.",310 L313,8101,1973
112107102512,Economics,"Reynolds, Lloyd G.",330 R463 EGI,1994,1973
102307112340,Selected readings in the social sciences,"Turk, Robert A.",301 T939,30283,1973
102307112340,Selected readings in the social sciences,"Turk, Robert A.",301 T939,7839,1973
111407134904,Modern man,"Ravitch, Norman",305.31 R256,7684,1973
111307082938,Communication and organizational behavior,"Haney, William V.",302.35 H237,34343,1973
102307112340,Selected readings in the social sciences,"Turk, Robert A.",301 T939,30282,1973
102307112340,Selected readings in the social sciences,"Turk, Robert A.",301 T939,30281,1973
111407110823,Genetic structure of populations,"Morton, Newton E.",304.6 M891,19074,1973
102307112340,Selected readings in the social sciences,"Turk, Robert A.",301 T939,30284,1973
102307112340,Selected readings in the social sciences,"Turk, Robert A.",301 T939,30285,1973
102307112340,Selected readings in the social sciences,"Turk, Robert A.",301 T939,7837,1973
102307112340,Selected readings in the social sciences,"Turk, Robert A.",301 T939,7838,1973
101607142702,Introduction to sociology,"Biesanz, Mavis Hiltunen",301 B589,8098,1973
111907081226,The evolution of the Philippine government,"Aruego, Jose M.",320.9599 A793,20217,1974
111607105730,Townsmen or tribesmen,"Mayer, Philip",320.52 M468,7635,1974
112107153348,Energy politics,"Davis, David Howard",333.79 D261,7807,1974
102507101645,Analyzing verbal classroom interaction,"Kryspin, William J.",302.224 K94,10511,1974
112707161913,Aggregate economics and public policy,"Siegel, Barry N.",339 S571,31440,1974
112607160436,How to get to Europe and have a wonderful time,"Rand, Abby",338.4791 R186,19998,1974
111907105638,Church and state in medieval Europe 1050-1314,"Renna, Thomas J.",322.1 R414,8173,1974
112907144910,Programmed learning aid for businss law,"Barnes, A. James",346.07 B261,18435A,1974
112107144007,Agrarian reform in Latin America,"Alexander, Robert J.",333.31 A377,10484,1974
111507083945,The human experience,"Weitzman, David",306 W436,18762,1974
112107144007,Agrarian reform in Latin America,"Alexander, Robert J.",333.31 A377,10483,1974
112107144007,Agrarian reform in Latin America,"Alexander, Robert J.",333.31 A377,10482,1974
112907144910,Programmed learning aid for businss law,"Barnes, A. James",346.07 B261,672,1974
112907144910,Programmed learning aid for businss law,"Barnes, A. James",346.07 B261,668,1974
111507150456,Basic statistical methods,"Downie, N. M.",310 D751 4E,18165,1974
102507101645,Analyzing verbal classroom interaction,"Kryspin, William J.",302.224 K94,10512,1974
111507105337,Citizens in conflict,"Simmie, J. M.",307.1412 S592,199247,1974
111507105337,Citizens in conflict,"Simmie, J. M.",307.1412 S592,199248,1974
111507105337,Citizens in conflict,"Simmie, J. M.",307.1412 S592,199249,1974
111507112653,Introductory statistical analysis,"Anderson, T. W.",310 A551,10751,1974
111507112653,Introductory statistical analysis,"Anderson, T. W.",310 A551,7678,1974
111507112653,Introductory statistical analysis,"Anderson, T. W.",310 A551,7996,1974
102507101645,Analyzing verbal classroom interaction,"Kryspin, William J.",302.224 K94,10513,1974
102407155300,Biological bases of human social behavior,"HInde, R. A.",302 H662,8147,1974
102507101645,Analyzing verbal classroom interaction,"Kryspin, William J.",302.224 K94,10515,1974
102507091633,Understanding human behavior,"McConnel, James V.",302 M129,8012,1974
111507150456,Basic statistical methods,"Downie, N. M.",310 D751 4E,18166,1974
111507155007,Statistics for management and economics,"Mendenhall, William",310 M537,8171,1974
102507101645,Analyzing verbal classroom interaction,"Kryspin, William J.",302.224 K94,10642,1974
102507101645,Analyzing verbal classroom interaction,"Kryspin, William J.",302.224 K94,10644,1974
112907085856,Notes on the new society of the Philippines,"Marcos, Ferdinand E.",342.0628 M321,30413,1974
112907085856,Notes on the new society of the Philippines,"Marcos, Ferdinand E.",342.0628 M321,30414,1974
112207084623,Philippine business taxation,"Aralar, Reynaldo B.",336.2 A659 IE,7618,1974
102507101017,On communication,"Swamson, Richard",302.2 S972,5708,1974
112707150509,Student workbook to accompany macroeconomics analysis,"Shapiro, Edward",339 S529,18587,1974
102507101645,Analyzing verbal classroom interaction,"Kryspin, William J.",302.224 K94,10514,1974
101607075800,The shaping of western society,"Fenton, Edwin",300 F342,31570,1974
112007081417,Contemporary economics,"Spencer, Milton H.",330 S745,10497,1974
112907145252,Pointers in commercial law,"Cadayona, Filomeno A.",346.07 C121 PCL,7619,1974
112007103413,An introduction to quantitative analysis in human geography,"Yeates, Maurice",330.93 Y41,18552,1974
112007145858,Occupational careers,"Slocum, Walter L.",331.702 S634,19261,1974
111407110506,In the human interest,"Brown, Lester R.",304.6 B878,18687,1974
111407111634,The population activist''s handbook,The Population Institute,304.6 P831,10435,1974
102307091519,Modern sociology,"Koller, Marvin R.",301 K81,20078,1974
111407135230,Man,"Tuibeo, Amable G.",305.34 T915,19287,1974
102307091650,Anthropology,"Kottak, Conrad Phillip",301 K87,10610,1974
102307091650,Anthropology,"Kottak, Conrad Phillip",301 K87,10611,1974
111907142821,Macro politics,"Sterling, Richard W.",327 S838,18668,1974
102307091650,Anthropology,"Kottak, Conrad Phillip",301 K87,8055,1974
112107141209,You can profit from a monetary crisis,"Browne, Harry",332.6 B882,5741,1974
102307091650,Anthropology,"Kottak, Conrad Phillip",301 K87,10781,1974
111407135230,Man,"Tuibeo, Amable G.",305.34 T915,19288,1974
112007101429,Elementary Keynesian economics,"Galano, Rolando I.",330.156 G146,19308,1975
112007101429,Elementary Keynesian economics,"Galano, Rolando I.",330.156 G146,19307,1975
112707135555,Food aid international economic growth,"Shivastava, Uma K.",338.9 S774,18682,1975
111507085506,Man and woman,"Wilkins, Ronald J.",306.76 W884,20181,1975
112007082103,Economics,"Starr, Philip C.",330 S796,8152,1975
111607104043,Political sciences and area studies,"Pye, Lucian W.",320.02 P995,18677,1975
111607104043,Political sciences and area studies,"Pye, Lucian W.",320.02 P995,18680,1975
102507100637,Trans-Per,"Sereno, Kenneth K.",302.2 S483,7933,1975
102507100637,Trans-Per,"Sereno, Kenneth K.",302.2 S483,7934,1975
112707135555,Food aid international economic growth,"Shivastava, Uma K.",338.9 S774,18683,1975
111607153009,The Philippines,"Leyco, Socorro R.",320.9 L682,19075,1975
102507100637,Trans-Per,"Sereno, Kenneth K.",302.2 S483,7936,1975
112107102200,Basic economic concepts in Philippine context,"Resurreccion, Celedonio O.",330 R435,5534,1975
111607104859,Ang pagkabuo ng nasyonalismong Pilipino,"Cruz, Romeo V.",320.5 C957,20646,1975
102507100637,Trans-Per,"Sereno, Kenneth K.",302.2 S483,7935,1975
102507100637,Trans-Per,"Sereno, Kenneth K.",302.2 S483,7932,1975
111907101250,People vs. government,"Rieselbach, Leroy N.",320.973 R375,18646,1975
112707111306,Common sense II,Peoples Bicentennial Commission,338.74 P419,5776,1975
102307105113,The sociological way of looking at the world,"Schneider, Louis",301 S359,18366,1975
102307105113,The sociological way of looking at the world,"Schneider, Louis",301 S359,18285,1975
102307105113,The sociological way of looking at the world,"Schneider, Louis",301 S359,18284,1975
111307104630,Readings in human development,"Friedman, Susan",303.44 F911 RHD,32004,1975
112607140710,Oil,"Vallenilla, Luis",338.2728V183,182576,1975
112607140710,Oil,"Vallenilla, Luis",338.2728V183,182575,1975
112807140447,Economic principles,"Whitney, Simon Newcomb",339 W597,8086,1975
111607153009,The Philippines,"Leyco, Socorro R.",320.9 L682,19076,1975
102507091845,Social psychology,"Marlowe, Leigh",302 M349,8011,1975
112107102200,Basic economic concepts in Philippine context,"Resurreccion, Celedonio O.",330 R435,5533,1975
111907160835,The economic problem,"Heilbroner, Robert L.",330 H466 EP,8094,1975
112007081211,Contemporary economics,"Silk, Leonard S.",330 S593,8095,1975
112607110739,"Agriculture, economics and resource management","Snodgrass, Milton M.",338.1 S673,19625,1975
112007105004,Iran,"Jacqz, Jane W.",330.955 J21,7689,1976
112907084050,Aklat aralin sa Bagong Konstitusyon,"De Leon, Hector S.",342.02 D346,5665,1976
101607152738,Sociology in the new Philippine setting,"Espiritu, Socorro C.",301 E77 PS,18093,1976
101607152738,Sociology in the new Philippine setting,"Espiritu, Socorro C.",301 E77 PS,10541,1976
112007105004,Iran,"Jacqz, Jane W.",330.955 J21,7688,1976
111507102650,The community 1,"Boquiren, Telesforor N.",307 B725,20684,1976
111907080336,Towards the post-Mao era,"Villacorta, Wilfrido V.",320.951 V712,19056,1976
111907135649,Campaign money,"Alexander, Herbert E.",324.78 A375,19105,1976
111907135649,Campaign money,"Alexander, Herbert E.",324.78 A375,19260,1976
102407150042,The social animal,"Aronson, Elliot",302 A769 S,10478,1976
102407150042,The social animal,"Aronson, Elliot",302 A769 S,10479,1976
102407150042,The social animal,"Aronson, Elliot",302 A769 S,10480,1976
102407150042,The social animal,"Aronson, Elliot",302 A769 S,10481,1976
102507095729,Effective small group communication,"Bormann, Ernest G.",302.2 B735,10517,1976
102407150042,The social animal,"Aronson, Elliot",302 A769 S,10773,1976
112007102401,The end of progress,"Renshaw, Edward F.",330.9 R421,18688,1976
112207080020,From George Sorel,"Stanley, John L.",335 S788,20179,1976
102507095729,Effective small group communication,"Bormann, Ernest G.",302.2 B735,10516,1976
102407150042,The social animal,"Aronson, Elliot",302 A769 S,10477,1976
102507095729,Effective small group communication,"Bormann, Ernest G.",302.2 B735,10518,1976
102507095729,Effective small group communication,"Bormann, Ernest G.",302.2 B735,10520,1976
101607152738,Sociology in the new Philippine setting,"Espiritu, Socorro C.",301 E77 PS,18094,1976
112007102401,The end of progress,"Renshaw, Edward F.",330.9 R421,18678,1976
102407150042,The social animal,"Aronson, Elliot",302 A769 S,10772,1976
111407143518,"People, places and change","Berry, Leonard",306 B534,20056,1976
112707084123,Microeconomics decisions,"Meyer, Robert A.",338.5 M613,7945,1976
112707084123,Microeconomics decisions,"Meyer, Robert A.",338.5 M613,7943,1976
112707084123,Microeconomics decisions,"Meyer, Robert A.",338.5 M613,7942,1976
112707084123,Microeconomics decisions,"Meyer, Robert A.",338.5 M613,7941,1976
112707084123,Microeconomics decisions,"Meyer, Robert A.",338.5 M613,10755,1976
112707084123,Microeconomics decisions,"Meyer, Robert A.",338.5 M613,10754,1976
111407143037,The cultural context,"Anderson, Robert",306 A549,7836,1976
112707084123,Microeconomics decisions,"Meyer, Robert A.",338.5 M613,10638,1976
112707084123,Microeconomics decisions,"Meyer, Robert A.",338.5 M613,7944,1976
111407143518,"People, places and change","Berry, Leonard",306 B534,20057,1976
111407143518,"People, places and change","Berry, Leonard",306 B534,20058,1976
111407144055,Bontoc life-ways,"Botengan, Kate C.",306 B748,30715,1976
102507095729,Effective small group communication,"Bormann, Ernest G.",302.2 B735,10519,1976
111507075909,Anthropology,"Swartz, Marc J.",306 S973,18792,1976
111307082745,Organization and methods,"Breadmore, R. G.",302.35 B828,31180,1976
112707084123,Microeconomics decisions,"Meyer, Robert A.",338.5 M613,10639,1976
112207143001,Public finance in theory and practice,"Musgrave, Richard A.",336.73 M969,5547,1976
111407142105,Cultural and social anthropology,"Hoebel, E. Adamson",305.8 H693,18278,1976
111407105459,The human environment,"Treshow, Michael",304.2 T797,18369,1976
112207143001,Public finance in theory and practice,"Musgrave, Richard A.",336.73 M969,7640,1976
111407105459,The human environment,"Treshow, Michael",304.2 T797,18351,1976
